,Adelie Land (France)_y,Afghanistan_y,Albania_y,Algeria_y,"Americas, nfd_y",Andorra_y,Angola_y,Anguilla_y,"Antarctica, nfd_y",Antigua and Barbuda_y,Argentina_y,Argentinian Antarctic Territory_y,Armenia_y,Aruba_y,At sea_y,Australia_y,"Australia (includes External Territories), nfd_y",Australian Antarctic Territory_y,"Australian External Territories, nec_y",Austria_y,Azerbaijan_y,Bahamas_y,Bahrain_y,Bangladesh_y,Barbados_y,Belarus_y,Belgium_y,Belize_y,Benin_y,Bermuda_y,Bhutan_y,Bosnia and Herzegovina_y,Botswana_y,Brazil_y,British Antarctic Territory_y,Brunei Darussalam_y,Bulgaria_y,Burkina Faso_y,Burundi_y,Cambodia_y,Cameroon_y,Canada_y,"Caribbean, nfd_y",Cayman Islands_y,Central African Republic_y,"Central America, nfd_y","Central Asia, nfd_y","Central and West Africa, nfd_y",Chad_y,Chile_y,Chilean Antarctic Territory_y,"Chinese Asia (includes Mongolia), nfd_y",Colombia_y,Comoros_y,"Congo, Democratic Republic of_y",Cook Islands_y,Costa Rica_y,Croatia_y,Cuba_y,Cyprus_y,Czech Republic_y,Denmark_y,Djibouti_y,Dominica_y,Dominican Republic_y,"Eastern Europe, nfd_y",Ecuador_y,Egypt_y,El Salvador_y,England_y,Equatorial Guinea_y,Eritrea_y,Estonia_y,Ethiopia_y,Falkland Islands_y,Fiji_y,Finland_y,France_y,French Guiana_y,French Polynesia_y,Gabon_y,Gambia_y,Gaza Strip and West Bank_y,Georgia_y,Germany_y,Ghana_y,Gibraltar_y,Greece_y,Greenland_y,Grenada_y,Guadeloupe_y,Guam_y,Guatemala_y,Guinea_y,Guinea-Bissau_y,Guyana_y,Haiti_y,Holy See_y,Honduras_y,Hong Kong (SAR of China)_y,Hungary_y,Iceland_y,Inadequately described_y_2,India_y,Indonesia_y,Iran_y,Iraq_y,Ireland_y,Isle of Man_y,Israel_y,Italy_y,Jamaica_y,Japan_y,"Japan and the Koreas, nfd_y",Jordan_y,Kazakhstan_y,Kenya_y,Kiribati_y,"Korea, Democratic People's Republic of (North)_y","Korea, Republic of (South)_y",Kuwait_y,Laos_y,Latvia_y,Lebanon_y,Lesotho_y,Liberia_y,Libya_y,Liechtenstein_y,Lithuania_y,Luxembourg,Macau (SAR of China)_y,Madagascar_y,"Mainland South-East Asia, nfd_y",Malawi_y,Malaysia_y,Maldives_y,Mali_y,Malta_y,"Maritime South-East Asia, nfd_y",Marshall Islands_y,Martinique_y,Mauritania_y,Mauritius_y,Mayotte_y,"Melanesia, nfd_y",Mexico_y,"Micronesia, Federated States of_y","Micronesia, nfd_y","Middle East, nfd_y",Moldova_y,Monaco_y,Mongolia_y,Montenegro_y,Montserrat_y,Morocco_y,Mozambique_y,Namibia_y,Nauru_y,Nepal_y,Netherlands_y,New Caledonia_y,New Zealand_y,Nicaragua_y,Niger_y,Nigeria_y,Niue_y,Norfolk Island_y,"North Africa and the Middle East, nfd_y","North Africa, nfd_y","North-East Asia, nfd_y","North-West Europe, nfd_y","Northern America, nfd_y","Northern Europe, nfd_y",Northern Ireland_y,Northern Mariana Islands_y,Norway_y,Not stated_y_3,"Oceania and Antarctica, nfd_y",Oman_y,Pakistan_y,Palau_y,Panama_y,Papua New Guinea_y,Paraguay_y,Peru_y,Philippines_y,Poland_y,"Polynesia (excludes Hawaii), nec_y","Polynesia (excludes Hawaii), nfd_y",Portugal_y,Puerto Rico_y,Qatar_y,Queen Maud Land (Norway)_y,Romania_y,Ross Dependency (New Zealand)_y,Russian Federation_y,Rwanda_y,Samoa_y,"Samoa, American_y",San Marino_y,Saudi Arabia_y,Scotland_y,Senegal_y,Serbia_y,Seychelles_y,Sierra Leone_y,Singapore_y,Slovakia_y,Slovenia_y,Solomon Islands_y,Somalia_y,South Africa_y,"South America, nec_y","South America, nfd_y","South Eastern Europe, nfd_y","South-East Asia, nfd_y","Southern Asia, nfd_y","Southern Europe, nfd_y","Southern and Central Asia, nfd_y","Southern and East Africa, nec_y","Southern and East Africa, nfd_y","Southern and Eastern Europe, nfd_y",Spain_y,Sri Lanka_y,St Helena_y,St Kitts and Nevis_y,St Lucia_y,St Pierre and Miquelon_y,St Vincent and the Grenadines_y,"Sub-Saharan Africa, nfd_y",Sudan_y,Suriname_y,Swaziland_y,Sweden_y,Switzerland_y,Syria_y,Taiwan_y,Tajikistan_y,Tanzania_y,Thailand_y,Togo_y,Tokelau_y,Tonga_y,Trinidad and Tobago_y,Tunisia_y,Turkey_y,Turkmenistan_y,Turks and Caicos Islands_y,Tuvalu_y,Uganda_y,Ukraine_y,United Arab Emirates_y,United States of America_y,Uruguay_y,Uzbekistan_y,Vanuatu_y,"Virgin Islands, British_y","Virgin Islands, United States_y",Wales_y,Wallis and Futuna_y,"Western Europe, nfd_y",Western Sahara_y,Yemen_y,Zambia_y,Zimbabwe_y
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40479.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,91.0,0.0,0.0,16.0,0.0,0.0,0.0,139.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,43.0,0.0,7.0,16.0,8.0,0.0,0.0,0.0,14.0,0.0,25.0,0.0,1083.0,0.0,0.0,0.0,0.0,0.0,38.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,9.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0,0.0,6.0,355.0,22.0,13.0,0.0,72.0,0.0,4.0,90.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,37.0,0.0,81.0,8.0,28.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,193.0,0.0,477.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,9.0,2452.0,0,0.0,24.0,0.0,0.0,21.0,0.0,3.0,219.0,48.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,12.0,0.0,7.0,0.0,0.0,0.0,189.0,0.0,31.0,3.0,0.0,13.0,0.0,18.0,0.0,0.0,136.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,22.0,6.0,6.0,0.0,0.0,44.0,11.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,28.0,0.0,83.0,12.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,10.0,30.0
1,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,19766.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,58.0,0.0,0.0,6.0,0.0,0.0,0.0,26.0,0.0,3.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,4.0,5.0,0.0,0.0,0.0,14.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,518.0,0.0,0.0,0.0,7.0,0.0,41.0,3.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,117.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,9.0,4.0,7.0,68.0,41.0,30.0,20.0,19.0,5.0,6.0,25.0,0.0,25.0,0.0,4.0,0.0,23.0,3.0,0.0,14.0,0.0,0.0,0.0,9.0,0.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,29.0,59.0,0.0,235.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,1518.0,0,0.0,18.0,0.0,0.0,40.0,0.0,5.0,61.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,13.0,0.0,0.0,0.0,0.0,125.0,82.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,7.0,0.0,95.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,119.0,0.0,0.0,3.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,15.0
2,0.0,10.0,3.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,20326.0,0.0,0.0,0.0,25.0,0.0,0.0,3.0,224.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,16.0,0.0,37.0,0.0,8.0,0.0,0.0,0.0,28.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,72.0,0.0,0.0,13.0,0.0,115.0,6.0,48.0,24.0,13.0,0.0,0.0,0.0,12.0,17.0,96.0,5.0,993.0,0.0,3.0,4.0,9.0,0.0,146.0,11.0,68.0,0.0,0.0,0.0,0.0,14.0,0.0,124.0,18.0,0.0,401.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,72.0,3.0,18.0,1404.0,229.0,53.0,10.0,185.0,0.0,3.0,1768.0,4.0,151.0,0.0,6.0,0.0,11.0,0.0,0.0,454.0,5.0,28.0,21.0,308.0,0.0,4.0,0.0,0.0,7.0,0.0,12.0,0.0,0.0,0.0,252.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,1120.0,57.0,10.0,769.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,6.0,2647.0,0,0.0,20.0,0.0,0.0,41.0,7.0,80.0,789.0,231.0,0.0,0.0,167.0,0.0,4.0,0.0,38.0,0.0,42.0,0.0,13.0,0.0,0.0,9.0,136.0,0.0,64.0,3.0,5.0,103.0,16.0,8.0,3.0,3.0,126.0,0.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,21.0,16.0,85.0,0.0,11.0,278.0,0.0,0.0,52.0,0.0,0.0,113.0,0.0,0.0,0.0,5.0,40.0,7.0,179.0,60.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,3.0,22.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,33168.0,0.0,0.0,0.0,22.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,4.0,20.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,1399.0,0.0,0.0,3.0,0.0,0.0,33.0,10.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,17.0,0.0,3.0,59.0,22.0,16.0,4.0,64.0,0.0,10.0,90.0,3.0,50.0,0.0,0.0,0.0,14.0,0.0,0.0,12.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,38.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,161.0,0.0,600.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,12.0,1885.0,0,0.0,4.0,0.0,0.0,66.0,0.0,0.0,93.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,8.0,0.0,0.0,17.0,3.0,8.0,5.0,0.0,175.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,34.0,0.0,3.0,0.0,4.0,60.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,149.0,7.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,4.0,24.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
5,0.0,320.0,6.0,51.0,0.0,0.0,10.0,0.0,0.0,0.0,161.0,0.0,3.0,0.0,5.0,102507.0,0.0,0.0,0.0,113.0,0.0,0.0,16.0,625.0,3.0,16.0,18.0,3.0,0.0,0.0,0.0,235.0,0.0,91.0,0.0,9.0,20.0,0.0,0.0,309.0,3.0,97.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,360.0,0.0,0.0,80.0,0.0,7.0,107.0,7.0,445.0,6.0,603.0,50.0,25.0,0.0,0.0,0.0,33.0,63.0,1467.0,44.0,1866.0,0.0,12.0,31.0,65.0,0.0,1136.0,41.0,90.0,0.0,4.0,0.0,0.0,237.0,3.0,614.0,182.0,0.0,2141.0,0.0,0.0,0.0,0.0,6.0,31.0,0.0,8.0,0.0,0.0,0.0,891.0,135.0,0.0,107.0,1672.0,986.0,206.0,1084.0,297.0,0.0,66.0,1952.0,0.0,118.0,0.0,428.0,3.0,29.0,0.0,3.0,1005.0,250.0,98.0,87.0,12995.0,3.0,25.0,30.0,0.0,63.0,0.0,21.0,0.0,0.0,0.0,526.0,0.0,0.0,435.0,0.0,0.0,0.0,0.0,416.0,0.0,0.0,15.0,3.0,0.0,9.0,5.0,0.0,3.0,15.0,0.0,46.0,0.0,0.0,4.0,140.0,173.0,15.0,2390.0,12.0,0.0,85.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,17.0,11121.0,0,12.0,984.0,0.0,0.0,56.0,8.0,129.0,1481.0,598.0,0.0,0.0,318.0,0.0,17.0,0.0,126.0,0.0,114.0,6.0,475.0,3.0,0.0,185.0,364.0,28.0,183.0,4.0,298.0,183.0,31.0,94.0,13.0,76.0,315.0,0.0,4.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,425.0,0.0,0.0,0.0,0.0,3.0,0.0,230.0,0.0,0.0,23.0,50.0,944.0,125.0,0.0,11.0,382.0,0.0,3.0,284.0,12.0,17.0,389.0,0.0,0.0,0.0,9.0,147.0,93.0,248.0,181.0,7.0,10.0,0.0,0.0,60.0,0.0,0.0,0.0,11.0,13.0,113.0
6,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,33178.0,0.0,0.0,0.0,17.0,0.0,0.0,3.0,20.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,20.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,3.0,5.0,13.0,0.0,784.0,0.0,0.0,3.0,0.0,0.0,48.0,6.0,23.0,0.0,3.0,0.0,0.0,0.0,0.0,121.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,12.0,0.0,4.0,66.0,14.0,11.0,10.0,52.0,0.0,0.0,45.0,0.0,18.0,0.0,5.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,116.0,0.0,459.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,2151.0,9,0.0,11.0,0.0,0.0,28.0,0.0,3.0,92.0,15.0,0.0,0.0,11.0,0.0,0.0,0.0,8.0,0.0,7.0,0.0,10.0,0.0,0.0,3.0,167.0,0.0,9.0,0.0,0.0,20.0,0.0,3.0,5.0,0.0,88.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,5.0,4.0,60.0,0.0,0.0,6.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,3.0,17.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,26552.0,0.0,0.0,0.0,36.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,23.0,0.0,8.0,4.0,18.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,1458.0,0.0,0.0,6.0,0.0,0.0,18.0,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,18.0,0.0,3.0,26.0,13.0,8.0,4.0,51.0,0.0,0.0,58.0,3.0,28.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,227.0,0.0,382.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,11.0,1647.0,0,0.0,3.0,0.0,0.0,19.0,0.0,0.0,78.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,11.0,0.0,8.0,0.0,0.0,76.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,0.0,3.0,0.0,0.0,24.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,127.0,4.0,0.0,3.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,4.0,10.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10489.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,3.0,0.0,13.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,12.0,12.0,0.0,0.0,19.0,0.0,8.0,11.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,502.0,0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,3.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,3.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7036.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,22.0,0.0,0.0,8.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,445.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0
