,1101,1502,2100,2201,2304,2308,3104,3105,3200,3202,3206,3207,3307,4102,4204,4208,4215,5102,5104,5105,5202,5203,5204,5205,6101,6203,7103,8102,8104,9225,V,Z,region
15,12727,11,653,26,103,38,26,0,10,3,6,6,31,6,3,6,6,3,16,9,11,14,29,10,36,14,24,47,78,66,444,2619,101031016
16,5936,0,454,15,76,35,30,13,8,3,3,41,7,0,0,3,4,0,4,8,9,9,20,0,18,3,5,14,10,20,36,524,101041017
17,6327,3,492,18,63,46,38,11,17,0,5,15,10,3,0,0,0,0,0,11,0,10,20,7,12,0,14,11,23,23,40,630,101041018
18,6846,6,297,7,38,44,12,6,6,0,0,0,0,3,0,3,0,3,7,10,0,3,20,0,6,3,13,14,31,10,14,438,101041019
19,6972,7,442,9,85,66,15,13,7,0,0,3,4,3,0,0,0,0,6,0,0,4,14,3,6,3,6,12,40,15,26,456,101041020
20,2266,0,176,8,37,15,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,3,3,10,6,22,165,101041021
21,43,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,101041022
22,2716,3,121,6,25,26,3,3,6,0,3,3,0,0,0,0,3,0,0,0,6,3,14,0,3,0,4,7,7,5,33,131,101041023
23,2602,3,142,6,38,13,11,6,0,0,0,7,0,0,0,0,0,0,3,0,4,0,6,0,0,0,3,6,10,4,10,197,101041024
24,8293,0,723,25,70,92,60,12,7,0,0,3,11,9,0,0,0,0,10,6,9,13,27,8,13,3,7,17,39,45,34,547,101041025
25,6116,6,472,15,60,43,19,9,9,3,0,0,3,3,0,3,0,0,6,14,6,0,22,0,3,0,10,8,35,8,19,280,101041026
26,6905,6,609,19,92,45,30,21,0,4,0,8,11,7,3,4,0,0,4,10,0,3,16,4,7,0,7,16,32,23,24,459,101041027
27,5373,6,568,35,39,16,14,8,0,0,0,3,4,4,0,3,0,0,5,0,7,10,6,10,6,7,9,25,24,67,33,320,102011028
28,8136,10,675,36,57,34,32,11,6,0,0,4,12,8,3,0,0,0,6,3,8,7,16,5,15,7,13,8,41,62,50,487,102011029
29,3439,3,220,4,15,9,30,29,0,0,0,31,3,3,0,7,3,0,3,0,5,6,13,6,9,6,9,13,10,24,39,417,102011030
30,10313,13,1061,57,62,67,32,32,14,7,4,13,17,30,3,10,6,0,13,12,10,14,52,11,63,22,44,24,45,129,51,581,102011031
31,13258,32,1034,49,72,76,28,11,4,8,0,12,35,22,12,10,9,3,43,24,35,47,122,24,190,112,123,39,67,112,61,1604,102011032
32,5183,18,427,20,19,16,16,3,7,0,0,12,4,17,0,11,3,5,10,4,3,10,36,0,12,6,15,10,16,32,12,205,102011033
33,5666,7,540,12,18,31,10,8,0,3,0,4,6,7,0,0,0,3,9,3,13,8,22,0,7,3,6,21,21,26,17,259,102011034
34,5172,14,409,30,22,30,8,5,0,0,3,7,8,3,0,3,0,0,12,0,5,9,43,3,31,25,20,9,25,31,20,213,102011035
35,6453,4,557,25,20,25,8,7,0,3,0,6,8,8,3,3,0,0,3,0,6,13,41,0,27,4,22,15,26,32,23,277,102011036
36,4637,8,453,39,37,23,15,13,6,0,0,7,6,11,0,4,0,3,12,11,4,11,25,6,35,10,24,22,28,46,23,421,102011037
37,5399,0,383,10,19,30,11,15,0,0,0,3,5,4,0,0,0,3,4,4,0,12,7,3,8,3,7,12,14,31,14,224,102011038
38,9280,13,1032,43,45,66,46,18,9,4,3,23,18,25,0,8,12,3,20,7,15,25,26,7,23,10,49,27,74,152,79,787,102011039
39,17695,34,1204,68,95,92,73,47,11,0,0,24,34,21,3,7,4,4,26,8,20,18,73,7,63,7,31,36,77,64,56,1413,102011040
40,7306,3,531,17,33,27,27,13,10,0,0,7,3,14,0,0,0,3,9,4,9,10,11,0,14,7,13,22,57,63,16,357,102011041
41,10294,31,789,45,44,41,33,21,7,3,0,16,18,8,3,4,3,5,24,9,18,11,96,6,54,9,16,26,35,49,40,837,102011042
42,8711,18,700,43,62,43,31,11,9,0,0,12,20,7,3,5,11,3,15,8,25,18,68,9,33,14,38,18,26,58,27,487,102011043
43,17878,15,1019,71,61,58,55,49,7,6,0,25,11,38,6,3,0,5,14,3,16,20,58,9,29,4,30,21,41,41,18,778,102021044
44,9010,5,435,12,33,35,37,46,6,0,3,7,9,8,6,15,10,6,6,3,12,6,39,0,7,3,12,6,15,34,20,491,102021045
45,7493,4,443,15,36,38,21,20,6,0,0,8,11,8,0,0,3,3,3,4,10,10,21,5,12,3,5,7,14,17,12,386,102021046
46,12841,13,779,32,50,54,18,18,7,6,3,15,7,15,0,7,0,5,8,3,10,11,37,4,21,9,30,14,42,27,28,561,102021047
47,17009,23,957,44,60,65,65,57,10,10,0,14,13,32,0,13,9,0,18,10,21,17,109,9,33,8,33,22,36,25,30,978,102021048
48,2409,0,148,6,9,15,8,3,3,3,0,3,0,3,0,3,0,0,0,0,3,0,3,0,0,0,3,12,15,10,6,207,102021049
49,8304,6,589,30,38,56,20,8,3,0,0,0,3,7,0,3,0,0,13,0,4,8,22,3,8,4,5,11,19,13,13,402,102021050
50,3903,9,267,7,19,20,11,4,3,3,0,0,0,0,0,0,0,0,4,4,11,8,20,7,12,4,19,10,20,15,8,169,102021051
51,4626,3,224,12,28,14,21,28,4,0,0,9,5,0,0,0,6,3,0,0,7,3,9,3,5,0,0,10,14,12,5,167,102021052
52,11083,10,527,34,37,44,69,51,11,6,6,25,14,14,6,17,9,0,13,6,14,9,63,0,42,10,31,12,28,32,47,1152,102021053
53,7327,8,486,32,21,21,21,21,8,0,3,7,3,6,0,3,3,0,8,20,8,3,32,0,8,3,13,9,21,19,20,548,102021054
54,3835,6,254,22,21,10,13,4,0,0,3,6,7,6,3,3,0,0,15,3,6,4,54,0,29,6,68,7,14,31,16,283,102021055
55,10067,12,720,47,41,49,48,60,9,4,0,6,14,15,3,12,0,0,12,5,3,5,78,9,41,7,30,28,42,78,21,595,102021056
56,6356,6,388,29,25,19,12,11,8,3,0,7,6,10,0,3,0,0,12,5,12,10,72,6,76,15,42,16,15,25,16,490,102021057
57,19946,33,605,38,65,64,26,10,16,6,0,8,9,15,7,23,3,11,23,33,8,34,74,16,88,14,54,33,54,60,92,1334,103011058
58,8266,6,210,8,25,24,19,3,3,3,0,3,7,0,0,17,0,0,3,3,3,3,15,6,26,4,10,9,11,17,49,444,103011059
59,5648,7,226,13,21,26,10,9,3,0,3,0,3,3,0,10,0,0,0,0,4,0,6,0,3,0,6,12,10,7,33,314,103011060
60,3840,4,122,6,17,14,16,0,6,14,0,0,3,0,0,3,0,3,3,6,3,3,11,3,18,11,11,3,7,14,20,194,103011061
61,6249,7,80,4,8,7,0,0,0,0,0,3,0,0,0,6,0,0,8,0,0,6,13,3,4,10,3,6,7,23,24,362,103021062
62,7685,6,197,0,29,24,13,3,4,0,0,3,3,3,3,0,0,6,0,0,3,4,9,6,10,0,9,3,13,18,29,701,103021063
63,4738,0,133,14,6,15,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,3,10,0,6,4,3,0,4,6,64,234,103021064
64,8763,3,146,16,15,14,15,4,0,0,0,6,0,4,0,0,0,3,6,6,3,4,27,0,20,0,3,7,8,8,17,474,103021065
65,3175,0,75,0,13,11,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,9,0,6,0,4,10,3,0,10,188,103021066
66,9582,14,157,19,20,29,7,0,0,0,0,0,10,4,10,0,0,4,6,3,9,3,42,3,18,0,20,11,30,20,17,759,103021067
67,2973,3,57,0,6,10,4,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,15,0,7,3,0,0,0,7,6,222,103021068
68,5414,3,99,6,4,12,3,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,9,0,3,3,6,7,11,207,103021069
69,10268,12,376,16,38,30,27,6,5,3,6,13,9,0,13,12,6,8,6,14,14,15,54,7,37,8,26,10,23,22,29,746,103031070
70,6568,5,313,11,45,26,18,5,4,0,0,0,5,3,0,3,0,0,4,0,0,6,9,0,8,0,15,12,15,16,24,437,103031071
71,9076,13,271,21,32,30,11,3,4,0,0,10,7,0,0,3,0,0,8,9,10,8,36,0,20,0,12,10,19,30,38,766,103031072
72,2790,0,118,4,16,19,12,7,4,0,0,0,13,3,3,0,4,0,0,3,3,0,3,3,13,0,6,0,3,7,6,161,103031073
73,8191,4,335,13,49,35,14,16,6,0,0,12,0,0,0,4,0,0,6,5,3,4,29,4,3,0,13,12,31,19,16,666,103031074
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103031075
75,6110,3,176,7,22,27,3,6,0,0,0,0,3,0,0,0,0,0,5,0,3,0,12,0,7,0,4,0,4,11,6,362,103041076
76,16881,20,440,19,62,50,64,6,4,5,5,16,29,18,0,4,9,0,18,6,24,14,85,6,61,19,63,16,34,55,53,1618,103041077
77,14289,14,317,22,43,38,32,3,15,0,0,18,16,15,17,6,12,0,19,6,3,16,61,13,42,15,69,15,31,75,41,879,103041078
78,9690,3,266,12,46,17,27,3,0,0,0,0,3,3,0,3,0,3,3,0,0,5,14,3,7,3,10,6,16,31,53,367,103041079
79,16507,10,359,13,39,40,11,5,3,0,3,5,6,4,0,0,0,0,8,12,6,11,48,7,23,3,28,10,26,14,28,916,104011080
80,12940,0,507,12,70,70,5,13,4,0,0,0,0,0,0,0,0,0,5,6,8,6,29,0,5,4,15,16,28,28,26,717,104011081
81,14167,11,729,20,74,65,33,11,7,0,0,6,0,9,0,0,4,0,8,3,5,10,49,7,14,0,20,17,31,35,70,764,104011082
82,4578,3,374,18,74,41,6,3,0,0,0,0,4,0,0,0,4,0,3,6,0,0,9,0,5,0,6,13,28,24,35,185,104021083
83,13878,26,663,42,80,69,62,9,11,3,0,0,10,12,6,4,4,3,30,13,17,29,40,4,42,6,103,36,41,64,185,984,104021084
84,7998,21,480,43,59,42,33,8,8,8,0,6,9,10,3,0,0,0,28,6,7,15,42,3,47,11,58,13,38,27,88,581,104021085
85,2960,0,160,7,38,17,3,4,3,0,0,0,0,3,0,0,0,0,5,0,0,3,6,0,0,3,3,5,6,15,9,144,104021086
86,2671,0,135,3,22,17,0,0,0,0,0,0,5,0,0,4,0,0,0,0,5,0,9,5,0,0,4,4,7,9,19,172,104021087
87,6363,8,414,23,58,30,12,4,8,0,0,6,11,7,0,0,0,0,6,4,3,12,16,6,18,9,40,21,45,70,73,406,104021088
88,16000,25,865,30,106,76,33,11,0,0,0,0,9,6,0,3,0,0,16,10,5,13,72,0,42,4,50,35,39,73,71,740,104021089
89,3992,5,253,3,21,19,3,3,3,0,0,0,0,0,0,0,0,0,3,0,9,0,0,3,4,0,6,4,8,9,14,173,104021090
90,9354,6,550,21,63,39,12,11,0,0,0,3,11,12,0,0,0,0,5,5,13,8,35,6,8,3,432,15,30,21,72,540,104021091
91,3845,3,59,6,10,4,3,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,6,0,0,0,3,4,13,6,30,554,105011092
92,4194,18,81,11,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,15,0,3,0,11,0,10,17,24,487,105011093
93,3820,0,40,3,14,4,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,3,7,13,297,105011094
94,4721,3,50,8,9,6,3,3,0,0,0,3,0,0,0,0,0,0,8,3,8,3,7,0,6,0,0,3,5,13,21,364,105011095
95,5771,0,168,19,50,17,10,0,44,14,3,3,6,0,0,3,0,0,0,0,7,0,32,0,8,4,17,6,15,16,44,713,105011096
96,16492,4,254,5,52,31,57,27,6,6,0,22,5,0,0,3,3,0,9,3,8,8,56,6,20,0,49,11,19,16,49,1358,105021097
97,2838,3,60,6,14,4,7,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,4,0,0,0,7,3,50,182,105021098
98,7084,3,191,3,36,22,5,0,3,0,0,3,12,0,0,4,0,0,0,0,6,4,13,4,12,3,8,0,19,11,30,487,105031099
99,9672,8,144,7,19,13,18,0,0,0,3,4,5,0,0,4,4,0,0,3,0,8,38,0,24,6,40,9,14,21,40,567,105031100
100,14103,15,229,25,16,26,21,3,0,0,0,13,4,3,0,13,0,0,13,7,8,11,45,12,56,10,83,9,27,25,44,822,105031101
101,7036,10,104,9,9,7,5,0,3,0,5,0,0,3,0,0,0,0,0,3,6,6,9,3,19,0,10,3,7,25,17,399,105031102
102,4545,3,73,7,11,8,4,0,0,0,3,3,0,3,0,3,0,0,3,0,0,3,5,0,0,0,0,6,7,5,6,318,105031103
103,3991,6,52,3,3,9,0,3,0,0,0,3,3,3,0,6,0,0,0,0,0,3,9,0,4,0,6,0,13,7,3,283,105031104
104,5921,7,97,3,19,7,4,6,0,0,0,0,3,10,0,3,0,0,7,0,0,3,0,3,4,0,9,4,0,3,14,349,105031105
105,7501,10,131,6,23,26,5,8,4,0,0,3,3,6,0,6,0,0,0,11,0,3,31,0,11,0,3,3,10,19,9,477,105031106
106,8229,9,276,20,62,29,8,8,0,0,0,3,10,4,0,3,0,0,16,6,8,12,15,7,14,0,18,7,23,28,106,490,106011107
107,17470,15,458,24,57,28,14,6,3,0,3,3,3,3,4,17,3,3,18,26,10,22,55,5,22,6,25,4,15,19,42,1332,106011108
108,6001,0,266,12,36,28,12,5,0,0,0,3,7,0,0,0,0,0,6,0,6,0,16,0,4,0,9,4,14,18,16,318,106011109
109,7395,0,205,5,28,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,0,3,0,0,5,7,6,15,397,106011110
110,14496,11,428,12,59,27,3,4,5,0,5,4,10,0,0,0,0,0,16,0,4,8,40,3,8,0,23,7,11,14,11,719,106011111
111,14270,10,347,24,27,29,3,7,6,0,3,3,5,0,0,6,3,0,16,12,8,13,82,3,33,8,32,15,31,118,57,744,106011112
112,4140,0,116,7,10,13,3,6,0,0,0,3,3,4,0,0,0,0,4,0,5,3,8,4,3,0,3,3,6,20,8,256,106011113
113,4191,0,120,7,27,10,5,0,4,0,0,4,12,0,0,0,0,0,6,5,4,4,15,4,16,8,7,7,9,16,5,406,106021114
114,22344,13,653,30,111,50,21,5,10,4,0,12,33,10,4,4,0,0,15,12,14,28,101,12,107,17,134,21,50,95,41,1134,106021115
115,5799,3,226,10,17,11,3,3,0,0,3,3,5,3,0,3,0,0,0,0,3,3,5,0,7,6,7,8,16,29,11,175,106021116
116,16074,8,380,15,80,36,14,16,7,0,3,4,25,8,0,3,0,0,16,0,9,15,66,6,19,8,43,11,30,72,28,766,106021117
117,7696,0,229,4,32,16,11,3,7,0,0,0,12,6,0,0,7,0,5,3,7,4,31,0,11,3,29,12,8,21,6,256,106021118
118,4375,0,281,9,49,28,11,8,4,0,4,4,4,3,0,0,0,0,17,4,0,7,17,0,0,3,3,11,11,28,30,266,106031119
119,5316,7,346,6,26,33,16,10,3,0,0,0,8,0,4,4,0,0,0,3,3,9,18,3,9,3,3,6,13,20,9,187,106031120
120,15208,10,1270,63,108,80,68,41,14,0,3,27,17,11,4,6,11,0,23,9,7,30,47,11,34,22,36,49,110,76,114,1558,106031121
121,11745,20,390,9,46,33,17,9,3,11,3,6,15,0,0,0,0,6,10,3,6,52,43,3,7,3,28,6,18,25,11,774,106031122
122,4637,3,173,7,21,6,6,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,8,3,3,0,3,4,7,16,10,167,106031123
123,3582,0,287,6,36,18,6,6,0,0,0,0,6,3,3,3,0,0,6,0,4,3,4,0,6,3,13,7,20,29,18,327,106031124
124,10658,6,526,18,44,53,15,6,6,0,8,6,3,4,0,3,0,0,10,7,6,26,40,6,13,3,11,19,22,39,26,530,106031125
125,10306,12,226,20,18,19,4,0,0,0,3,6,4,9,0,8,6,0,14,6,6,12,44,0,18,6,24,4,17,50,11,842,106041126
126,3477,4,98,29,7,9,8,6,3,0,3,0,6,0,0,0,3,0,8,0,0,3,5,0,3,0,0,3,12,9,22,249,106041127
127,5248,0,101,16,13,9,0,3,0,0,0,0,0,0,0,3,0,4,0,0,5,8,17,6,17,7,0,5,10,17,30,279,106041128
128,6811,0,185,33,17,19,4,6,0,0,0,0,0,5,0,7,0,0,6,0,0,3,15,3,7,0,6,4,22,15,39,463,106041129
129,17253,27,1049,24,203,77,850,186,92,38,1555,216,78,15,13,225,129,7,30,130,18,22,195,6,53,22,48,24,47,32,69,1686,107011130
130,17072,25,2063,53,162,107,159,76,37,34,122,38,35,4,5,16,26,7,22,17,19,9,112,4,23,10,30,12,41,37,53,994,107011131
131,5937,0,487,16,33,20,50,14,22,19,60,15,18,0,3,8,6,0,6,14,3,13,38,0,31,3,25,3,12,6,30,155,107011132
132,23,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,107011133
133,11645,7,745,29,93,58,211,28,57,25,299,50,30,10,3,55,28,0,19,25,10,16,62,7,36,9,53,20,25,29,36,503,107011134
134,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,107021135
135,11255,11,851,14,110,52,51,30,18,12,34,8,16,6,0,6,0,0,7,6,9,12,53,3,12,0,13,17,19,24,11,370,107031136
136,5511,6,546,4,51,56,28,20,6,9,15,7,17,0,0,3,5,0,9,6,3,0,36,6,7,0,3,8,19,6,7,232,107031137
137,5679,0,606,21,47,31,34,10,6,3,5,21,8,8,4,3,0,0,10,3,3,6,5,6,30,6,6,14,34,41,46,224,107031138
138,4648,4,344,22,22,19,23,15,0,4,8,3,4,5,0,0,0,0,3,3,0,0,11,0,6,0,11,8,12,25,13,189,107031139
139,5773,7,396,21,34,23,31,6,3,3,7,6,6,8,0,0,0,0,18,0,0,7,11,5,3,3,10,7,32,18,20,243,107031140
140,10527,11,708,29,73,29,75,82,35,3,266,34,19,24,6,0,34,3,31,13,6,4,47,4,24,11,42,17,26,67,24,394,107031141
141,7237,9,644,14,144,50,61,35,37,12,202,28,24,12,3,6,11,14,12,27,8,3,34,0,9,0,14,9,22,15,11,308,107031142
142,14700,6,1443,45,221,87,189,100,66,26,324,67,25,15,0,20,90,6,32,13,3,9,74,10,24,7,9,15,28,22,24,1046,107031143
143,14351,26,929,37,114,110,639,13,54,33,99,65,42,10,35,74,177,6,60,156,55,30,67,15,361,42,137,44,60,44,234,826,107041144
144,11461,29,866,43,75,100,278,11,35,17,101,46,40,9,5,49,39,8,36,55,17,20,71,3,56,19,57,30,38,36,48,564,107041145
145,14196,22,926,45,140,86,275,21,56,50,263,121,51,29,3,45,35,6,60,58,64,105,68,18,481,25,128,35,72,51,171,806,107041146
146,7026,3,499,28,30,24,20,5,8,0,0,7,6,9,0,6,0,0,3,9,5,4,10,7,7,6,23,25,40,31,19,313,107041147
147,8419,3,660,50,79,45,29,8,14,0,9,8,17,0,0,11,3,0,14,7,7,11,18,11,22,9,9,25,57,47,43,425,107041148
148,17529,33,1129,61,145,94,291,19,134,119,603,247,74,29,34,78,142,0,196,170,106,71,159,21,1480,84,293,93,139,94,616,2163,107041149
149,15014,15,1096,54,127,95,89,15,0,5,32,20,33,14,7,23,13,4,38,33,5,15,47,6,24,6,26,40,64,96,37,704,107041150
150,4040,0,183,6,22,9,9,0,3,0,0,0,0,3,0,0,0,0,3,3,6,0,3,3,3,0,6,7,7,9,6,270,108011151
151,11400,10,585,33,67,41,34,13,13,0,0,3,6,13,0,8,0,0,10,9,10,12,38,3,20,0,22,18,26,32,36,1001,108011152
152,4562,3,290,19,45,37,6,12,3,0,3,3,6,3,0,0,0,0,6,3,0,3,8,3,6,0,3,8,18,11,26,264,108011153
153,5035,0,255,9,16,24,20,12,0,0,0,4,6,4,4,0,0,0,5,0,0,0,16,0,7,0,3,7,6,14,11,366,108011154
154,12581,11,295,9,42,29,10,16,3,0,0,6,3,3,4,9,0,3,6,3,6,9,55,6,11,6,19,19,23,8,20,801,108021155
155,7697,9,337,11,47,29,6,10,0,0,0,6,3,3,0,0,0,0,3,7,3,6,34,3,8,0,6,6,18,24,40,501,108021156
156,4024,7,144,7,10,10,15,0,3,0,0,3,0,3,0,3,0,0,3,0,0,3,6,0,3,0,0,3,12,3,8,268,108021157
157,5633,5,387,7,30,40,9,0,3,0,0,3,6,6,0,0,0,0,10,3,0,3,10,0,8,0,7,8,18,8,10,364,108021158
158,6177,13,350,16,40,16,5,4,0,0,3,0,0,0,0,0,4,0,0,4,5,6,11,6,6,0,6,10,16,12,15,302,108021159
159,4577,5,217,6,29,24,3,6,0,0,0,0,0,4,3,0,0,0,4,0,0,0,5,4,7,4,0,3,9,4,24,313,108021160
160,328,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,15,11,108031161
161,13353,0,826,30,71,72,12,17,5,0,0,6,10,6,0,6,0,0,4,0,8,7,26,0,20,6,19,21,25,29,39,739,108041162
162,22567,29,1627,75,111,123,63,30,12,0,4,8,14,21,0,4,12,0,17,11,9,29,47,13,47,7,74,44,85,116,145,1098,108041163
163,12319,18,878,29,81,77,22,20,0,0,0,6,13,3,0,0,0,0,18,11,10,17,57,8,28,3,41,20,29,53,49,938,108041164
164,4140,6,167,15,29,20,11,3,0,0,0,0,3,0,3,0,0,0,3,0,3,3,14,3,3,0,6,3,15,26,6,295,108041165
165,8720,5,363,16,30,33,9,6,0,3,0,6,7,4,0,3,0,0,5,3,4,6,25,6,6,0,10,11,9,17,10,492,108041166
166,4198,3,183,7,8,17,0,3,3,0,0,3,0,0,0,0,0,0,3,3,3,4,6,0,3,6,0,7,13,6,10,194,108051167
167,7873,3,496,17,50,51,13,10,11,4,0,4,7,5,0,0,0,0,5,7,8,8,20,3,7,4,10,15,19,31,24,404,108051168
168,17362,10,554,22,44,71,21,11,4,0,0,8,11,19,8,6,0,4,18,3,16,12,66,6,38,6,48,11,26,19,45,1202,108051169
169,9524,6,479,12,62,54,15,21,0,0,0,3,6,9,0,3,0,0,3,0,4,6,21,0,10,0,7,12,25,14,19,680,108051170
170,4643,0,153,3,11,19,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,4,0,6,0,6,14,0,250,108051171
171,11023,10,396,9,52,44,18,5,11,0,0,10,9,6,0,6,0,3,10,0,4,6,33,6,13,20,85,18,26,42,33,461,109011172
172,7653,3,220,9,57,41,24,3,3,6,0,11,7,6,0,9,0,0,14,6,3,3,42,0,7,6,37,7,6,19,16,545,109011173
173,8863,8,365,20,70,33,20,0,11,3,0,21,15,12,0,6,3,0,22,10,8,11,35,4,37,3,113,17,26,57,65,710,109011174
174,9521,6,252,11,46,41,6,3,3,3,0,0,6,0,3,3,0,0,8,3,3,7,16,3,0,0,8,6,8,18,21,534,109011175
175,11640,24,325,26,98,67,33,3,12,9,0,12,15,7,0,13,0,0,8,0,4,9,107,3,18,11,112,5,22,19,12,688,109011176
176,2708,0,59,4,6,10,28,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,3,0,21,0,3,4,16,173,109021177
177,5320,0,135,4,19,17,61,3,6,0,0,3,3,3,0,0,3,0,3,6,0,0,5,0,3,0,14,3,11,3,30,351,109021178
178,3333,11,41,6,11,4,56,3,0,0,0,6,0,0,0,0,0,0,10,6,0,3,7,0,4,7,9,4,6,6,40,316,109021179
179,4832,0,157,7,27,23,17,0,0,0,0,4,4,0,0,0,0,0,0,3,4,0,23,3,6,3,4,0,5,0,12,262,109031180
180,5764,6,216,8,29,24,9,9,3,0,0,0,3,0,0,0,0,3,0,0,3,0,22,4,6,0,3,0,15,12,10,317,109031181
181,6151,0,148,9,16,16,29,0,0,0,0,7,0,0,3,0,0,0,0,4,3,7,0,3,9,0,19,6,3,27,18,496,109031182
182,6018,0,136,0,16,26,17,0,6,0,0,6,0,0,0,3,0,3,0,0,0,0,13,0,4,0,7,3,9,7,25,346,109031183
183,4448,0,177,11,11,25,8,6,3,0,0,0,4,0,6,0,0,0,3,3,0,4,6,0,5,0,0,0,8,10,13,317,109031184
184,7824,0,250,9,39,41,19,3,7,0,0,6,0,0,5,0,0,6,0,0,0,0,22,0,12,4,35,6,10,11,18,523,109031185
185,18680,39,608,18,110,62,25,0,0,3,0,3,5,11,21,9,6,3,31,44,41,39,60,20,247,13,71,44,111,96,311,1496,110011186
186,3660,0,83,0,15,4,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,3,0,4,6,20,0,16,238,110011187
187,5172,8,158,3,15,19,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,8,0,4,9,17,6,9,251,110011188
188,2835,0,59,0,11,6,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,3,3,6,3,7,24,135,110011189
189,7581,7,231,16,28,25,3,3,3,0,0,6,0,0,0,0,0,3,0,5,3,0,14,0,10,6,12,6,13,13,25,431,110021190
190,10101,6,173,12,21,16,16,0,3,0,0,3,6,8,0,3,0,0,10,11,3,4,52,3,26,14,7,8,18,18,12,507,110021191
191,4542,0,141,6,24,9,11,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,112,15,15,222,110021192
192,5093,6,97,0,12,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,6,12,184,110021193
193,5764,4,181,22,35,22,18,4,0,0,0,0,4,0,0,0,3,0,3,0,10,4,16,0,3,4,3,4,14,7,25,429,110021194
