,1101,1201,1502,2201,2308,3104,3105,3200,3202,3204,3206,3207,4102,4215,5102,5104,5105,5202,5204,5205,6102,6201,6203,7103,7107,8102,8104,BE,Z,region
0,18473.0,173.0,21.0,19.0,50.0,41.0,5.0,12.0,3.0,10.0,4.0,46.0,16.0,6.0,0.0,6.0,35.0,9.0,42.0,3.0,6.0,3.0,6.0,15.0,6.0,11.0,18.0,151.0,1509.0,101011001
1,8876.0,90.0,6.0,14.0,47.0,23.0,21.0,7.0,0.0,11.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,3.0,9.0,3.0,0.0,3.0,0.0,11.0,3.0,9.0,21.0,107.0,1011.0,101011002
2,4593.0,45.0,0.0,11.0,15.0,6.0,0.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,9.0,34.0,188.0,101011003
3,6469.0,89.0,3.0,11.0,45.0,30.0,7.0,13.0,0.0,18.0,0.0,7.0,3.0,0.0,0.0,6.0,0.0,7.0,4.0,0.0,3.0,0.0,7.0,8.0,6.0,17.0,28.0,106.0,298.0,101011004
4,8605.0,61.0,4.0,3.0,31.0,10.0,9.0,10.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,13.0,3.0,6.0,0.0,6.0,0.0,6.0,5.0,17.0,72.0,515.0,101011005
5,6498.0,45.0,0.0,9.0,12.0,10.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,8.0,40.0,350.0,101011006
6,1738.0,17.0,0.0,6.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,6.0,7.0,41.0,113.0,101021007
7,7113.0,133.0,21.0,8.0,21.0,164.0,29.0,85.0,6.0,63.0,283.0,34.0,0.0,3.0,3.0,0.0,12.0,3.0,25.0,7.0,0.0,0.0,0.0,5.0,0.0,7.0,16.0,179.0,588.0,101021008
8,6755.0,130.0,22.0,16.0,36.0,201.0,40.0,119.0,15.0,65.0,210.0,137.0,7.0,0.0,0.0,11.0,22.0,31.0,58.0,9.0,10.0,3.0,11.0,15.0,3.0,10.0,19.0,308.0,579.0,101021009
9,2852.0,61.0,10.0,8.0,9.0,25.0,3.0,25.0,4.0,28.0,31.0,9.0,3.0,3.0,0.0,8.0,11.0,3.0,14.0,3.0,3.0,0.0,3.0,9.0,3.0,5.0,20.0,106.0,309.0,101021010
10,8516.0,142.0,6.0,21.0,50.0,52.0,25.0,23.0,0.0,11.0,0.0,9.0,6.0,0.0,0.0,6.0,6.0,11.0,39.0,10.0,7.0,0.0,11.0,22.0,7.0,26.0,90.0,273.0,523.0,101021011
11,6981.0,135.0,17.0,13.0,32.0,66.0,21.0,51.0,15.0,47.0,88.0,20.0,0.0,0.0,0.0,4.0,16.0,9.0,28.0,6.0,8.0,7.0,3.0,15.0,6.0,19.0,32.0,178.0,349.0,101021012
12,2189.0,22.0,3.0,7.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,28.0,94.0,101031013
13,5677.0,94.0,3.0,9.0,47.0,79.0,3.0,13.0,6.0,3.0,0.0,11.0,3.0,0.0,3.0,9.0,12.0,8.0,17.0,6.0,6.0,3.0,3.0,25.0,25.0,14.0,16.0,148.0,448.0,101031014
14,2448.0,33.0,6.0,8.0,21.0,14.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,5.0,3.0,6.0,3.0,3.0,3.0,0.0,3.0,3.0,74.0,145.0,101031015
15,13084.0,215.0,14.0,39.0,61.0,50.0,4.0,27.0,13.0,9.0,10.0,16.0,6.0,8.0,0.0,12.0,11.0,8.0,26.0,15.0,22.0,7.0,6.0,27.0,6.0,40.0,49.0,402.0,1812.0,101031016
16,5435.0,90.0,6.0,9.0,43.0,27.0,10.0,9.0,4.0,30.0,0.0,27.0,3.0,3.0,0.0,3.0,10.0,3.0,15.0,0.0,8.0,0.0,0.0,5.0,3.0,7.0,16.0,82.0,402.0,101041017
17,5857.0,75.0,0.0,14.0,46.0,33.0,12.0,22.0,13.0,44.0,3.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,0.0,0.0,3.0,0.0,7.0,0.0,9.0,12.0,136.0,392.0,101041018
18,6265.0,75.0,0.0,13.0,36.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,11.0,0.0,6.0,4.0,0.0,5.0,7.0,10.0,14.0,54.0,379.0,101041019
19,7037.0,82.0,3.0,11.0,70.0,12.0,10.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,6.0,7.0,0.0,4.0,0.0,8.0,21.0,85.0,487.0,101041020
20,1951.0,25.0,0.0,3.0,14.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,36.0,98.0,101041021
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101041022
22,2647.0,32.0,3.0,0.0,21.0,9.0,6.0,6.0,0.0,11.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,36.0,175.0,101041023
23,1953.0,31.0,3.0,7.0,17.0,3.0,3.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,35.0,111.0,101041024
24,7565.0,91.0,0.0,16.0,110.0,28.0,15.0,7.0,0.0,3.0,0.0,4.0,8.0,0.0,0.0,4.0,0.0,3.0,10.0,4.0,3.0,3.0,3.0,6.0,6.0,8.0,20.0,91.0,484.0,101041025
25,6177.0,82.0,3.0,10.0,49.0,16.0,7.0,15.0,3.0,26.0,0.0,6.0,3.0,0.0,0.0,3.0,9.0,3.0,10.0,6.0,7.0,3.0,6.0,6.0,0.0,6.0,20.0,90.0,559.0,101041026
26,7201.0,71.0,0.0,19.0,61.0,20.0,23.0,7.0,6.0,10.0,0.0,3.0,11.0,3.0,0.0,0.0,4.0,3.0,12.0,3.0,3.0,3.0,3.0,4.0,0.0,15.0,21.0,107.0,535.0,101041027
27,5608.0,122.0,4.0,21.0,14.0,16.0,3.0,3.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,4.0,6.0,3.0,3.0,14.0,0.0,22.0,17.0,94.0,358.0,102011028
28,7898.0,156.0,3.0,25.0,31.0,27.0,15.0,6.0,0.0,6.0,0.0,6.0,11.0,0.0,0.0,3.0,0.0,10.0,19.0,4.0,8.0,0.0,13.0,13.0,3.0,6.0,28.0,130.0,538.0,102011029
29,3227.0,68.0,6.0,3.0,15.0,37.0,22.0,0.0,0.0,3.0,0.0,37.0,3.0,0.0,0.0,0.0,6.0,0.0,12.0,6.0,3.0,3.0,3.0,10.0,0.0,8.0,14.0,61.0,331.0,102011030
30,9417.0,183.0,23.0,33.0,83.0,27.0,19.0,18.0,0.0,15.0,0.0,12.0,14.0,0.0,0.0,0.0,7.0,14.0,33.0,9.0,16.0,0.0,9.0,23.0,9.0,13.0,28.0,216.0,541.0,102011031
31,12845.0,310.0,22.0,52.0,78.0,37.0,26.0,32.0,20.0,22.0,0.0,10.0,10.0,11.0,0.0,19.0,11.0,17.0,99.0,9.0,26.0,12.0,29.0,65.0,19.0,34.0,38.0,324.0,997.0,102011032
32,5163.0,147.0,22.0,14.0,28.0,14.0,3.0,0.0,0.0,4.0,0.0,11.0,18.0,3.0,0.0,11.0,4.0,6.0,48.0,5.0,8.0,0.0,7.0,9.0,13.0,9.0,14.0,157.0,263.0,102011033
